origin_lat,origin_lng,dest_lat,dest_lng,distance_km,duration_min,hour,day_of_week
19.0215,72.8424,19.076,72.8777,8.35,9.11,9,4
19.2193,72.8378,19.1688,72.8591,9.22,9.12,15,0
19.0554,72.8781,19.0703,72.8692,6.63,7.4,5,5
19.1998,72.8414,19.076,72.8777,21.24,18.3,15,0
19.1136,72.8491,19.1334,72.913,10.53,13.99,7,2
19.1998,72.8414,19.1334,72.913,18.78,20.15,5,1
19.0703,72.8692,19.0896,72.8656,3.32,4.28,20,2
19.0215,72.8424,19.076,72.8777,8.35,9.11,13,6
19.0021,72.819,19.0703,72.8692,10.56,13.03,16,5
19.1688,72.8591,19.0554,72.8781,17.7,16.89,16,3
19.0896,72.8656,18.9388,72.8354,19.91,19.61,3,0
19.0027,72.8025,19.0703,72.8692,11.24,10.35,22,6
19.1688,72.8591,18.9447,72.8274,27.6,23.66,14,2
19.0748,72.8826,19.1998,72.8414,22.01,19.58,13,2
18.9926,72.8291,19.0896,72.8656,13.98,14.21,22,5
19.076,72.8777,18.9388,72.8354,20.68,19.55,13,4
19.076,72.8777,19.0021,72.819,15.03,15.46,2,3
19.1688,72.8591,19.0896,72.8656,12.73,10.66,18,0
19.0554,72.8781,18.9388,72.8354,15.5,15.62,21,5
19.076,72.8777,18.9926,72.8291,14.68,13.97,16,1
19.0021,72.819,19.0027,72.8025,5.16,5.77,14,2
19.0215,72.8424,19.1998,72.8414,23.79,20.89,12,4
19.0596,72.8341,19.076,72.8777,8.74,7.95,14,3
19.0176,72.8562,19.2193,72.8378,29.23,25.88,21,6
19.1334,72.913,19.0703,72.8692,11.87,14.75,9,5
19.076,72.8777,19.1136,72.8491,8.1,9.46,4,6
19.0825,72.8821,19.0596,72.8341,9.04,9.79,2,2
19.2193,72.8378,18.9388,72.8354,37.63,33.17,4,5
18.9926,72.8291,19.1998,72.8414,28.36,25.82,8,3
19.0703,72.8692,18.9926,72.8291,16.05,14.99,0,0
19.0896,72.8656,19.2193,72.8378,22.04,19.93,22,0
19.2193,72.8378,18.9447,72.8274,36.82,32.22,19,0
19.0021,72.819,19.1334,72.913,24.31,24.41,15,3
19.1688,72.8591,19.0215,72.8424,18.02,14.22,17,4
19.2193,72.8378,19.0027,72.8025,36.5,31.43,3,1
18.9926,72.8291,19.1334,72.913,23.48,22.75,12,3
19.1688,72.8591,19.1998,72.8414,6.58,7.52,5,3
19.1334,72.913,19.0554,72.8781,15.1,16.19,23,2
19.0896,72.8656,19.0176,72.8562,11.32,11.68,19,4
19.0554,72.8781,19.0027,72.8025,15.4,16.64,2,0
18.9926,72.8291,18.9447,72.8274,6.06,7.71,15,1
19.0748,72.8826,18.9447,72.8274,20.2,19.43,8,1
19.0554,72.8781,19.0896,72.8656,6.32,9.39,12,5
19.1688,72.8591,19.0896,72.8656,12.73,10.66,4,4
19.0215,72.8424,19.0021,72.819,4.26,5.56,5,1
18.9926,72.8291,19.0215,72.8424,4.57,4.92,14,3
19.1136,72.8491,19.0748,72.8826,10.09,9.49,3,4
19.0896,72.8656,19.076,72.8777,2.01,3.21,4,1
19.0596,72.8341,19.0176,72.8562,6.76,7.78,7,4
18.9447,72.8274,18.9388,72.8354,1.38,2.29,19,1
19.0896,72.8656,19.1688,72.8591,13.07,12.19,3,5
19.0021,72.819,19.0748,72.8826,14.18,15.32,21,2
19.0596,72.8341,19.0215,72.8424,4.95,5.32,16,6
19.0215,72.8424,19.1136,72.8491,12.09,11.24,5,4
19.076,72.8777,19.1136,72.8491,8.1,9.46,12,2
19.0176,72.8562,19.0825,72.8821,9.45,10.24,0,3
19.0596,72.8341,19.0027,72.8025,14.52,14.57,14,2
18.9926,72.8291,19.0027,72.8025,6.84,8.49,2,3
18.9926,72.8291,19.0554,72.8781,9.47,9.97,3,6
19.1688,72.8591,19.0596,72.8341,13.79,12.99,14,1
18.9447,72.8274,19.0896,72.8656,19.4,19.77,12,0
18.9447,72.8274,19.1998,72.8414,33.78,31.38,16,1
19.0554,72.8781,19.0176,72.8562,5.84,7.01,13,6
19.0021,72.819,18.9447,72.8274,8.29,9.69,8,4
19.1334,72.913,19.0825,72.8821,9.7,12.29,4,5
19.0021,72.819,19.0896,72.8656,12.32,14.08,5,0
18.9447,72.8274,19.1688,72.8591,28.14,25.93,20,6
19.0215,72.8424,19.1136,72.8491,12.09,11.24,7,4
19.1688,72.8591,18.9388,72.8354,28.42,24.61,0,6
19.076,72.8777,19.2193,72.8378,25.37,21.95,13,1
19.0554,72.8781,18.9926,72.8291,9.5,10.03,11,1
19.0176,72.8562,19.2193,72.8378,29.23,25.88,8,6
19.0027,72.8025,19.0554,72.8781,13.79,13.42,12,2
19.0021,72.819,18.9447,72.8274,8.29,9.69,21,3
19.1136,72.8491,19.0748,72.8826,10.09,9.49,0,5
19.076,72.8777,19.0825,72.8821,1.14,1.76,4,1
19.0554,72.8781,19.0748,72.8826,4.81,7.46,8,3
19.0748,72.8826,19.1334,72.913,9.6,13.29,12,5
18.9447,72.8274,19.0021,72.819,7.54,9.29,23,2
19.1136,72.8491,19.0021,72.819,15.66,15.63,23,0
19.076,72.8777,18.9447,72.8274,19.86,18.6,15,1
19.0554,72.8781,19.1334,72.913,14.78,14.95,18,0
19.0027,72.8025,19.1688,72.8591,21.74,17.56,5,1
19.1136,72.8491,18.9926,72.8291,16.63,15.54,3,1
19.0596,72.8341,19.0027,72.8025,14.52,14.57,17,6
19.1688,72.8591,19.0703,72.8692,15.2,12.07,9,5
19.0027,72.8025,18.9926,72.8291,4.62,7.09,14,4
19.0215,72.8424,19.1688,72.8591,18.15,15.45,5,3
19.0896,72.8656,19.0703,72.8692,3.61,5.01,10,6
19.0896,72.8656,19.0021,72.819,12.94,14.11,2,6
19.0596,72.8341,19.1688,72.8591,13.93,13.21,6,3
19.1688,72.8591,19.0748,72.8826,15.88,12.97,1,1
19.2193,72.8378,19.1136,72.8491,13.81,15.12,6,4
19.0176,72.8562,19.0596,72.8341,6.86,7.91,6,1
18.9447,72.8274,19.0021,72.819,7.54,9.29,16,1
18.9926,72.8291,19.0825,72.8821,12.97,13.39,20,1
19.0021,72.819,18.9447,72.8274,8.29,9.69,19,2
19.0596,72.8341,19.0021,72.819,8.38,10.21,15,2
19.1688,72.8591,19.2193,72.8378,9.92,9.82,9,2
19.0021,72.819,19.1136,72.8491,14.99,16.03,8,0
19.1334,72.913,19.0027,72.8025,29.42,29.23,3,5
19.076,72.8777,19.0703,72.8692,2.24,3.37,23,3
19.0215,72.8424,19.0703,72.8692,7.66,8.24,7,2
18.9447,72.8274,18.9388,72.8354,1.38,2.29,8,0
19.0554,72.8781,19.0703,72.8692,6.63,7.4,22,0
19.0703,72.8692,19.0215,72.8424,12.24,10.67,5,3
19.1334,72.913,18.9388,72.8354,29.52,28.21,4,5
19.1334,72.913,19.1998,72.8414,18.15,20.56,22,1
18.9926,72.8291,19.0215,72.8424,4.57,4.92,8,1
18.9926,72.8291,19.0703,72.8692,12.42,13.09,20,3
19.0021,72.819,18.9447,72.8274,8.29,9.69,18,6
19.2193,72.8378,19.0896,72.8656,21.95,19.22,21,2
18.9388,72.8354,19.0825,72.8821,18.76,19.69,22,5
19.0896,72.8656,19.0215,72.8424,9.51,9.22,7,3
19.2193,72.8378,18.9447,72.8274,36.82,32.22,3,4
19.2193,72.8378,19.0021,72.819,30.66,27.68,3,4
19.0027,72.8025,19.1136,72.8491,15.67,13.35,6,2
19.0176,72.8562,19.0027,72.8025,10.97,12.57,21,4
19.1998,72.8414,19.1334,72.913,18.78,20.15,21,5
19.1998,72.8414,19.0021,72.819,27.29,25.31,21,3
19.0021,72.819,19.0176,72.8562,6.05,7.87,18,3
18.9447,72.8274,19.0596,72.8341,14.74,15.71,9,4
19.0703,72.8692,19.0176,72.8562,12.4,11.96,21,1
19.0027,72.8025,19.0176,72.8562,7.55,10.45,18,5
18.9926,72.8291,19.0215,72.8424,4.57,4.92,5,1
19.076,72.8777,19.1998,72.8414,22.03,19.65,10,1
19.0748,72.8826,19.1998,72.8414,22.01,19.58,2,2
19.0554,72.8781,19.0703,72.8692,6.63,7.4,1,1
19.0748,72.8826,19.2193,72.8378,25.35,21.88,4,2
19.0027,72.8025,19.0021,72.819,2.68,4.0,11,3
19.2193,72.8378,19.0176,72.8562,29.04,25.24,4,2
19.0748,72.8826,19.0554,72.8781,4.69,7.19,0,0
19.1688,72.8591,19.0215,72.8424,18.02,14.22,20,3
19.0703,72.8692,19.0215,72.8424,12.24,10.67,3,6
18.9926,72.8291,19.0596,72.8341,9.33,10.14,23,1
19.0021,72.819,19.2193,72.8378,30.04,27.99,10,5
19.0896,72.8656,19.1998,72.8414,18.7,17.63,16,2
19.076,72.8777,18.9926,72.8291,14.68,13.97,15,1
18.9388,72.8354,19.1136,72.8491,22.44,22.45,1,3
19.0215,72.8424,19.2193,72.8378,27.13,23.19,11,6
19.1136,72.8491,18.9447,72.8274,21.81,20.17,15,0
18.9388,72.8354,19.2193,72.8378,37.49,34.41,8,0
19.076,72.8777,19.0021,72.819,15.03,15.46,11,2
19.1334,72.913,19.0176,72.8562,19.87,19.6,19,0
19.0021,72.819,19.0748,72.8826,14.18,15.32,6,3
18.9447,72.8274,19.1688,72.8591,28.14,25.93,2,3
19.0027,72.8025,18.9447,72.8274,10.05,12.58,23,2
19.1136,72.8491,18.9447,72.8274,21.81,20.17,23,3
19.0896,72.8656,19.076,72.8777,2.01,3.21,12,5
19.0176,72.8562,19.0215,72.8424,2.1,2.69,7,1
19.0748,72.8826,18.9447,72.8274,20.2,19.43,11,1
19.0176,72.8562,19.0021,72.819,6.78,7.84,10,6
19.1688,72.8591,19.0825,72.8821,15.76,12.24,22,1
19.0703,72.8692,19.0215,72.8424,12.24,10.67,13,1
19.1998,72.8414,19.1688,72.8591,5.85,6.75,3,5
19.0748,72.8826,19.1998,72.8414,22.01,19.58,10,2
19.0748,72.8826,19.0554,72.8781,4.69,7.19,7,5
19.0896,72.8656,19.0596,72.8341,5.74,7.86,13,4
19.0596,72.8341,18.9447,72.8274,14.53,14.76,22,4
19.1998,72.8414,19.0596,72.8341,17.09,18.5,15,1
19.1334,72.913,18.9447,72.8274,28.7,27.25,6,3
18.9447,72.8274,18.9926,72.8291,6.25,8.55,5,2
19.0215,72.8424,19.0021,72.819,4.26,5.56,23,4
19.0596,72.8341,19.0176,72.8562,6.76,7.78,9,0
18.9926,72.8291,19.1334,72.913,23.48,22.75,2,1
19.0027,72.8025,19.0596,72.8341,8.35,7.88,5,1
19.1998,72.8414,19.1688,72.8591,5.85,6.75,3,1
19.1136,72.8491,19.0596,72.8341,7.46,8.44,10,1
19.1998,72.8414,19.076,72.8777,21.24,18.3,7,3
18.9447,72.8274,19.1334,72.913,28.9,28.32,16,2
19.0703,72.8692,19.0825,72.8821,2.21,2.14,4,6
19.0554,72.8781,19.0896,72.8656,6.32,9.39,2,1
19.0027,72.8025,19.076,72.8777,14.37,11.77,2,5
19.0596,72.8341,19.0027,72.8025,14.52,14.57,22,4
18.9926,72.8291,19.0554,72.8781,9.47,9.97,4,5
19.0027,72.8025,19.0825,72.8821,14.73,11.91,7,2
19.0021,72.819,19.0896,72.8656,12.32,14.08,22,5
18.9388,72.8354,19.1998,72.8414,34.15,32.11,2,3
19.0748,72.8826,18.9926,72.8291,15.02,14.8,3,0
19.0703,72.8692,19.0596,72.8341,9.77,10.44,12,5
19.0554,72.8781,19.0027,72.8025,15.4,16.64,3,1
19.2193,72.8378,19.0176,72.8562,29.04,25.24,16,0
19.0027,72.8025,19.076,72.8777,14.37,11.77,19,2
19.2193,72.8378,19.0748,72.8826,25.1,21.54,9,4
18.9926,72.8291,19.0703,72.8692,12.42,13.09,18,0
19.0176,72.8562,19.0554,72.8781,5.96,6.82,6,3
19.2193,72.8378,19.0748,72.8826,25.1,21.54,5,1
19.0896,72.8656,19.0554,72.8781,6.36,9.56,4,4
19.0825,72.8821,19.0176,72.8562,10.54,11.59,5,6
19.1688,72.8591,19.1136,72.8491,7.04,7.29,18,1
19.1998,72.8414,19.0021,72.819,27.29,25.31,19,5
18.9388,72.8354,19.1136,72.8491,22.44,22.45,2,1
19.0896,72.8656,19.2193,72.8378,22.04,19.93,6,1
19.0176,72.8562,19.1688,72.8591,20.25,18.13,23,5
19.0021,72.819,19.2193,72.8378,30.04,27.99,12,2
19.076,72.8777,19.0215,72.8424,11.59,10.57,12,1
19.0825,72.8821,19.0176,72.8562,10.54,11.59,15,0
19.0176,72.8562,19.0896,72.8656,11.51,11.97,12,1
19.0896,72.8656,18.9388,72.8354,19.91,19.61,9,5
19.0021,72.819,19.2193,72.8378,30.04,27.99,23,3
18.9926,72.8291,19.1334,72.913,23.48,22.75,9,6
19.1688,72.8591,19.0596,72.8341,13.79,12.99,21,0
19.1334,72.913,19.0748,72.8826,10.33,13.84,12,1
19.0596,72.8341,19.0748,72.8826,9.23,8.82,12,6
19.1998,72.8414,19.1334,72.913,18.78,20.15,15,6
19.0748,72.8826,18.9388,72.8354,21.01,20.38,0,3
18.9926,72.8291,19.0027,72.8025,6.84,8.49,8,2
19.0825,72.8821,19.0176,72.8562,10.54,11.59,2,1
18.9388,72.8354,19.0554,72.8781,15.26,16.27,2,2
18.9926,72.8291,19.0554,72.8781,9.47,9.97,5,3
19.0896,72.8656,19.1998,72.8414,18.7,17.63,13,2
19.0176,72.8562,19.0021,72.819,6.78,7.84,20,5
19.1136,72.8491,19.0215,72.8424,12.22,10.74,11,4
19.0021,72.819,19.1688,72.8591,21.06,20.24,19,4
19.0896,72.8656,19.1136,72.8491,7.0,7.97,13,4
19.0703,72.8692,19.1334,72.913,10.58,13.29,3,2
19.0896,72.8656,19.2193,72.8378,22.04,19.93,21,2
19.2193,72.8378,18.9926,72.8291,31.64,27.59,1,6
19.1998,72.8414,18.9388,72.8354,34.26,30.81,23,4
19.0748,72.8826,18.9926,72.8291,15.02,14.8,1,2
18.9447,72.8274,19.0554,72.8781,14.89,15.54,16,0
19.076,72.8777,19.1334,72.913,9.52,12.91,6,5
19.0021,72.819,19.0896,72.8656,12.32,14.08,6,5
19.0027,72.8025,19.0825,72.8821,14.73,11.91,10,6
19.1136,72.8491,19.0176,72.8562,14.04,13.2,8,0
18.9926,72.8291,19.076,72.8777,12.14,12.58,1,1
19.1688,72.8591,19.1334,72.913,12.94,13.95,4,3
19.0748,72.8826,19.1334,72.913,9.6,13.29,7,5
19.1688,72.8591,19.0596,72.8341,13.79,12.99,22,2
19.1136,72.8491,19.0596,72.8341,7.46,8.44,4,3
18.9926,72.8291,19.0748,72.8826,12.92,14.05,3,0
19.0021,72.819,18.9926,72.8291,2.83,4.02,4,3
19.0021,72.819,19.0825,72.8821,14.06,14.59,0,0
19.2193,72.8378,18.9388,72.8354,37.63,33.17,4,5
19.2193,72.8378,19.1998,72.8414,3.08,4.56,8,2
19.0748,72.8826,19.0021,72.819,15.01,15.4,18,4
19.2193,72.8378,19.1136,72.8491,13.81,15.12,21,0
19.0215,72.8424,19.0825,72.8821,11.15,9.79,16,1
19.1334,72.913,19.0596,72.8341,17.02,20.52,1,3
19.1136,72.8491,18.9926,72.8291,16.63,15.54,10,0
19.2193,72.8378,18.9388,72.8354,37.63,33.17,12,5
19.0748,72.8826,19.0896,72.8656,2.79,4.67,6,3
19.1136,72.8491,19.0215,72.8424,12.22,10.74,17,0
19.0703,72.8692,18.9388,72.8354,22.05,20.57,0,4
19.0748,72.8826,19.2193,72.8378,25.35,21.88,10,0
18.9926,72.8291,19.076,72.8777,12.14,12.58,5,1
18.9926,72.8291,19.0596,72.8341,9.33,10.14,20,2
19.0027,72.8025,19.0596,72.8341,8.35,7.88,1,4
19.0896,72.8656,19.0027,72.8025,18.78,17.86,17,4
18.9926,72.8291,18.9388,72.8354,6.87,8.67,10,5
19.1136,72.8491,19.0027,72.8025,21.5,19.38,9,0
19.0825,72.8821,19.0596,72.8341,9.04,9.79,9,6
19.0896,72.8656,19.1998,72.8414,18.7,17.63,13,3
19.2193,72.8378,18.9388,72.8354,37.63,33.17,11,1
19.1334,72.913,19.076,72.8777,10.26,12.94,20,1
19.0027,72.8025,19.0021,72.819,2.68,4.0,9,1
19.0703,72.8692,19.0176,72.8562,12.4,11.96,10,5
19.0748,72.8826,19.0176,72.8562,11.36,11.78,1,3
19.0021,72.819,19.1136,72.8491,14.99,16.03,6,4
19.1688,72.8591,19.0215,72.8424,18.02,14.22,18,6
19.0748,72.8826,19.1334,72.913,9.6,13.29,8,2
19.0596,72.8341,19.1998,72.8414,19.57,18.66,4,5
18.9447,72.8274,18.9926,72.8291,6.25,8.55,23,2
18.9926,72.8291,19.0554,72.8781,9.47,9.97,13,6
19.1998,72.8414,19.076,72.8777,21.24,18.3,1,6
19.0021,72.819,19.0825,72.8821,14.06,14.59,17,0
19.2193,72.8378,19.0215,72.8424,27.23,22.79,23,2
19.076,72.8777,19.0896,72.8656,2.71,4.28,9,6
18.9447,72.8274,19.0215,72.8424,9.98,10.48,14,5
18.9926,72.8291,19.0215,72.8424,4.57,4.92,9,3
18.9926,72.8291,19.1688,72.8591,22.72,20.37,17,6
19.0896,72.8656,19.2193,72.8378,22.04,19.93,5,3
19.0027,72.8025,19.0215,72.8424,5.45,7.7,14,1
19.0027,72.8025,19.0215,72.8424,5.45,7.7,15,1
19.0176,72.8562,18.9926,72.8291,5.08,5.97,5,3
19.0896,72.8656,19.0748,72.8826,2.79,4.68,22,6
19.0021,72.819,18.9388,72.8354,9.11,10.64,0,0
19.076,72.8777,19.0825,72.8821,1.14,1.76,14,6
19.1998,72.8414,19.0896,72.8656,18.57,16.86,6,5
19.1136,72.8491,19.0215,72.8424,12.22,10.74,4,3
18.9447,72.8274,19.0021,72.819,7.54,9.29,0,0
18.9926,72.8291,19.0825,72.8821,12.97,13.39,18,4
19.0748,72.8826,19.0703,72.8692,2.32,3.61,18,0
18.9447,72.8274,19.1998,72.8414,33.78,31.38,21,3
19.2193,72.8378,19.1334,72.913,22.15,22.51,16,2
19.0021,72.819,18.9388,72.8354,9.11,10.64,21,1
19.0027,72.8025,19.0748,72.8826,14.86,12.64,7,0
19.0176,72.8562,19.0215,72.8424,2.1,2.69,13,3
18.9388,72.8354,19.0027,72.8025,9.2,12.21,4,5
18.9447,72.8274,19.0215,72.8424,9.98,10.48,19,3
19.0748,72.8826,19.0554,72.8781,4.69,7.19,11,6
19.0703,72.8692,18.9926,72.8291,16.05,14.99,18,3
19.0703,72.8692,19.0027,72.8025,21.51,19.31,6,6
19.0748,72.8826,18.9926,72.8291,15.02,14.8,1,3
19.0176,72.8562,19.1334,72.913,19.97,19.6,0,5
19.0596,72.8341,19.1998,72.8414,19.57,18.66,8,2
18.9926,72.8291,19.076,72.8777,12.14,12.58,7,2
19.0027,72.8025,19.1334,72.913,23.11,23.06,22,0
19.0176,72.8562,19.0748,72.8826,9.4,10.9,13,6
19.2193,72.8378,19.0748,72.8826,25.1,21.54,3,3
19.0896,72.8656,19.1998,72.8414,18.7,17.63,6,2
18.9926,72.8291,19.0596,72.8341,9.33,10.14,15,1
19.2193,72.8378,19.0596,72.8341,19.56,20.65,2,3
19.076,72.8777,19.0896,72.8656,2.71,4.28,1,5
19.0554,72.8781,19.0215,72.8424,6.54,6.99,20,2
19.076,72.8777,19.0896,72.8656,2.71,4.28,13,5
19.0896,72.8656,19.0748,72.8826,2.79,4.68,11,1
19.0748,72.8826,19.2193,72.8378,25.35,21.88,8,3
19.0703,72.8692,19.1334,72.913,10.58,13.29,4,5
19.1334,72.913,19.0554,72.8781,15.1,16.19,10,6
19.0748,72.8826,19.1334,72.913,9.6,13.29,9,2
19.0825,72.8821,19.0748,72.8826,1.44,2.3,6,2
19.0215,72.8424,19.076,72.8777,8.35,9.11,15,6
19.0596,72.8341,19.1688,72.8591,13.93,13.21,4,2
18.9388,72.8354,19.076,72.8777,17.92,18.88,0,2
18.9447,72.8274,19.0703,72.8692,17.83,18.66,15,2
18.9926,72.8291,19.0176,72.8562,5.23,6.21,18,4
19.1688,72.8591,19.0703,72.8692,15.2,12.07,8,4
19.1998,72.8414,19.0554,72.8781,23.54,23.09,4,6
19.0596,72.8341,19.1688,72.8591,13.93,13.21,8,1
19.0748,72.8826,19.1136,72.8491,8.18,9.85,1,3
19.0215,72.8424,19.0825,72.8821,11.15,9.79,19,1
19.1136,72.8491,19.1334,72.913,10.53,13.99,7,5
19.0215,72.8424,19.1998,72.8414,23.79,20.89,16,0
19.0748,72.8826,19.1688,72.8591,16.37,14.13,8,3
19.1688,72.8591,19.0021,72.819,21.45,19.11,1,5
18.9447,72.8274,19.0748,72.8826,18.33,19.62,7,6
19.076,72.8777,19.0021,72.819,15.03,15.46,15,1
19.0596,72.8341,19.0748,72.8826,9.23,8.82,21,5
18.9926,72.8291,19.0176,72.8562,5.23,6.21,9,2
19.1136,72.8491,19.1688,72.8591,7.39,8.04,0,0
19.1136,72.8491,19.1334,72.913,10.53,13.99,18,4
19.0021,72.819,19.0748,72.8826,14.18,15.32,1,2
19.0703,72.8692,19.0896,72.8656,3.32,4.28,23,4
19.0176,72.8562,19.0748,72.8826,9.4,10.9,0,4
19.0176,72.8562,18.9926,72.8291,5.08,5.97,18,5
19.0896,72.8656,19.076,72.8777,2.01,3.21,23,3
19.0748,72.8826,19.0215,72.8424,11.57,10.51,21,1
19.0748,72.8826,19.0825,72.8821,1.22,2.15,9,4
19.1998,72.8414,19.0027,72.8025,33.13,29.06,3,3
18.9447,72.8274,19.0215,72.8424,9.98,10.48,8,3
19.1998,72.8414,18.9447,72.8274,33.44,29.86,1,5
19.0748,72.8826,19.0215,72.8424,11.57,10.51,22,1
19.0825,72.8821,18.9388,72.8354,20.19,20.2,11,5
19.0825,72.8821,19.0027,72.8025,20.78,18.66,19,0
19.076,72.8777,19.2193,72.8378,25.37,21.95,2,6
19.0554,72.8781,19.1136,72.8491,13.43,14.04,13,6
19.2193,72.8378,18.9926,72.8291,31.64,27.59,17,1
19.0703,72.8692,19.0896,72.8656,3.32,4.28,18,6
19.076,72.8777,19.0596,72.8341,9.13,10.34,10,0
19.0176,72.8562,19.1688,72.8591,20.25,18.13,2,1
19.1998,72.8414,19.0703,72.8692,21.04,18.27,14,5
19.1136,72.8491,19.0027,72.8025,21.5,19.38,2,6
19.0027,72.8025,19.0703,72.8692,11.24,10.35,17,3
19.1334,72.913,19.0596,72.8341,17.02,20.52,19,0
19.0825,72.8821,19.0596,72.8341,9.04,9.79,3,1
19.1136,72.8491,18.9388,72.8354,22.63,21.13,3,2
19.0554,72.8781,19.0703,72.8692,6.63,7.4,6,4
18.9926,72.8291,18.9447,72.8274,6.06,7.71,23,2
19.076,72.8777,19.0554,72.8781,4.35,6.36,2,3
19.1136,72.8491,19.0554,72.8781,11.9,13.4,3,0
19.1998,72.8414,19.0596,72.8341,17.09,18.5,12,0
19.2193,72.8378,19.1998,72.8414,3.08,4.56,0,6
19.0021,72.819,19.1136,72.8491,14.99,16.03,7,0
19.1998,72.8414,19.1688,72.8591,5.85,6.75,3,5
19.0215,72.8424,18.9388,72.8354,10.68,10.68,1,3
19.0896,72.8656,19.0825,72.8821,2.37,3.42,7,2
19.0748,72.8826,19.0215,72.8424,11.57,10.51,15,3
19.0215,72.8424,19.0554,72.8781,6.34,6.51,9,5
18.9447,72.8274,18.9926,72.8291,6.25,8.55,3,0
19.2193,72.8378,19.0596,72.8341,19.56,20.65,18,4
19.1136,72.8491,19.0825,72.8821,9.97,8.75,16,5
18.9447,72.8274,19.2193,72.8378,37.11,33.68,12,5
19.0825,72.8821,18.9447,72.8274,19.38,19.24,9,0
19.0896,72.8656,19.1136,72.8491,7.0,7.97,10,6
19.0215,72.8424,19.0703,72.8692,7.66,8.24,13,0
18.9447,72.8274,19.0896,72.8656,19.4,19.77,20,3
19.0021,72.819,19.0554,72.8781,10.3,11.63,22,3
19.2193,72.8378,19.076,72.8777,24.61,20.66,11,1
18.9388,72.8354,19.076,72.8777,17.92,18.88,18,2
19.2193,72.8378,19.0176,72.8562,29.04,25.24,11,3
19.0027,72.8025,18.9388,72.8354,10.87,13.54,21,5
19.0596,72.8341,18.9447,72.8274,14.53,14.76,17,3
18.9926,72.8291,19.0021,72.819,2.64,3.76,0,6
18.9447,72.8274,18.9926,72.8291,6.25,8.55,12,2
19.0215,72.8424,19.0176,72.8562,2.09,2.75,5,3
19.0215,72.8424,19.0021,72.819,4.26,5.56,14,5
19.0027,72.8025,19.0896,72.8656,13.0,11.4,1,1
19.2193,72.8378,19.0896,72.8656,21.95,19.22,18,1
19.0703,72.8692,19.0027,72.8025,21.51,19.31,17,4
19.0027,72.8025,19.1998,72.8414,27.38,23.01,9,6
19.1998,72.8414,19.1136,72.8491,11.34,12.96,8,3
19.0021,72.819,19.1136,72.8491,14.99,16.03,2,0
19.0215,72.8424,18.9388,72.8354,10.68,10.68,13,4
19.0748,72.8826,18.9388,72.8354,21.01,20.38,11,2
19.0896,72.8656,19.076,72.8777,2.01,3.21,22,6
19.0896,72.8656,19.076,72.8777,2.01,3.21,21,6
19.0825,72.8821,18.9926,72.8291,14.2,14.61,22,4
19.0896,72.8656,19.076,72.8777,2.01,3.21,2,4
19.076,72.8777,19.0554,72.8781,4.35,6.36,14,5
19.1334,72.913,19.1136,72.8491,10.5,13.93,4,2
19.0027,72.8025,18.9447,72.8274,10.05,12.58,15,6
19.2193,72.8378,19.1998,72.8414,3.08,4.56,2,1
18.9388,72.8354,19.2193,72.8378,37.49,34.41,11,5
19.1998,72.8414,19.1688,72.8591,5.85,6.75,21,4
19.0825,72.8821,19.0554,72.8781,5.27,7.59,9,1
19.0021,72.819,19.076,72.8777,11.75,13.93,23,4
19.0554,72.8781,19.0027,72.8025,15.4,16.64,8,3
19.076,72.8777,19.2193,72.8378,25.37,21.95,15,5
18.9926,72.8291,19.1998,72.8414,28.36,25.82,14,6
19.0596,72.8341,19.0748,72.8826,9.23,8.82,12,0
19.0825,72.8821,19.076,72.8777,1.12,1.35,7,5
19.0027,72.8025,19.1998,72.8414,27.38,23.01,10,4
19.0021,72.819,19.1136,72.8491,14.99,16.03,23,0
19.0896,72.8656,19.1998,72.8414,18.7,17.63,20,2
18.9388,72.8354,19.0596,72.8341,15.11,16.44,6,6
19.0176,72.8562,19.0596,72.8341,6.86,7.91,17,4
19.1136,72.8491,19.0748,72.8826,10.09,9.49,19,0
18.9447,72.8274,18.9926,72.8291,6.25,8.55,2,0
18.9388,72.8354,19.076,72.8777,17.92,18.88,7,0
19.0176,72.8562,19.1688,72.8591,20.25,18.13,23,0
19.1998,72.8414,19.1136,72.8491,11.34,12.96,13,6
18.9388,72.8354,18.9447,72.8274,1.49,3.11,23,6
18.9447,72.8274,19.1334,72.913,28.9,28.32,7,5
19.1688,72.8591,19.0896,72.8656,12.73,10.66,14,3
19.0703,72.8692,19.2193,72.8378,26.01,22.04,12,1
19.0554,72.8781,19.0748,72.8826,4.81,7.46,5,6
18.9447,72.8274,19.0825,72.8821,18.38,18.95,4,4
19.0825,72.8821,19.076,72.8777,1.12,1.35,1,3
19.1334,72.913,19.2193,72.8378,21.49,22.86,22,1
19.0215,72.8424,19.1688,72.8591,18.15,15.45,6,6
19.0825,72.8821,19.0554,72.8781,5.27,7.59,18,2
19.0215,72.8424,19.0027,72.8025,9.17,10.58,5,3
18.9926,72.8291,19.0825,72.8821,12.97,13.39,11,4
19.1998,72.8414,19.076,72.8777,21.24,18.3,8,3
18.9388,72.8354,18.9447,72.8274,1.49,3.11,11,6
19.1998,72.8414,18.9447,72.8274,33.44,29.86,7,5
19.0021,72.819,19.0748,72.8826,14.18,15.32,3,2
19.1688,72.8591,18.9388,72.8354,28.42,24.61,14,6
19.0896,72.8656,19.0215,72.8424,9.51,9.22,11,0
